seed,feature,AP_drop,interpretation
17,log_cells,0.3542193145339485,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,temperature,-0.006619504690321021,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,salinity,-0.0142452169767453,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,wind_speed,1.0426068940527777e-05,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,gap_days,0.008557061030036561,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,season_sin,0.005862020498091702,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,season_cos,0.009833412297705513,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,latitude,-0.0018164870718855308,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,longitude,-0.003959005700185925,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,log_cells,0.3389561642648676,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,temperature,-0.025663260196757298,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,salinity,0.003926454885375963,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,wind_speed,-8.495623321502777e-08,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,gap_days,0.0024290866348161133,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,season_sin,0.006870604876040576,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,season_cos,0.011272467643529627,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,latitude,-0.003105131096378444,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,longitude,-0.0032080070588074716,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,log_cells,0.3471809931133216,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,temperature,0.0034036786130929864,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,salinity,-0.007057392345244939,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,wind_speed,6.33147746579299e-05,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,gap_days,0.016363022747094835,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,season_sin,0.0028597516000305467,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,season_cos,-0.0005714561071730739,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,latitude,0.002862238550072449,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,longitude,-0.003445721594577289,masking sensitivity; correlated covariates and distribution shift limit interpretation
