date,region,sst_c,climatological_mean_sst_c,climatological_p90_sst_c,is_mhw,mhw_intensity_c,nitrate_mmol_m3,phosphate_mmol_m3,silicate_mmol_m3,microplastic_concentration_items_m3,circulation_residence_proxy,hab_event,hidden_probability
2024-01-01,Synthetic_Region_A,16.0,16.0,17.35,0,0.0,3.75,0.4951498170277903,5.914249284967241,11.87906438716899,0.5388224690847131,0,0.02412675720846703
2024-01-01,Synthetic_Region_B,19.01259390285021,19.012593902850195,20.362593902850197,0,0.0,3.684816705234231,0.47743285356887544,5.933422481945994,13.09741940400747,0.56118969171194,0,0.026941347629895748
2024-01-01,Synthetic_Region_C,21.727501103885064,21.72750110387761,23.077501103877612,0,0.0,3.500597119380981,0.44973278978084263,5.755581780965188,10.30211188704556,0.5062470751342476,0,0.0413758740255817
2024-01-01,Synthetic_Region_D,23.898779434742774,23.898779434680165,25.248779434680166,0,0.0,3.229362681283717,0.416864509458161,5.411639829580508,9.359640406130666,0.48448436468572725,0,0.024137038936110234
2024-01-02,Synthetic_Region_A,15.947008035947709,16.084285937971455,17.434285937971456,0,0.0,3.8643339444973015,0.4137694263461435,6.658951287732267,4.476510509224982,0.33191602639371454,0,0.034052819625631205
2024-01-02,Synthetic_Region_B,18.968489622384386,19.090347418756057,20.44034741875606,0,0.0,3.364365636170588,0.5460494359392153,5.599140908712988,13.86170545201614,0.5741461579038705,0,0.020975750841138622
2024-01-02,Synthetic_Region_C,21.74458108535821,21.787299617123622,23.137299617123624,0,0.0,3.6876993856080884,0.47210447444576925,5.66753274948996,15.733815976357665,0.6028684866549681,0,0.020246348415296423
2024-01-02,Synthetic_Region_D,23.7990164640165,23.9323213412878,25.2823213412878,0,0.0,3.366520637137377,0.45949857424001106,4.91512354982537,20.598995940714147,0.6620955749956173,0,0.030237619803317805
2024-01-03,Synthetic_Region_A,16.14679125161111,16.168536247545553,17.518536247545555,0,0.0,3.3139223455326903,0.36778139139586663,6.068828594664198,3.6867904139876733,0.2983322928212639,0,0.012833516095086227
2024-01-03,Synthetic_Region_B,18.906954765166372,19.167560455224503,20.517560455224505,0,0.0,3.5013977617571976,0.515874597161884,5.614553172061673,8.130871947755224,0.45305398691983534,0,0.011380706483828879
2024-01-03,Synthetic_Region_C,21.8646655761133,21.846144270301927,23.19614427030193,0,0.0,3.818504079697861,0.4486405016838008,5.687110716881309,16.73259178957251,0.6166620792255636,1,0.02173734047847901
2024-01-03,Synthetic_Region_D,23.862380510925554,23.964659332304457,25.31465933230446,0,0.0,3.852246409482484,0.45582714729794827,5.083021905586979,14.738536535540433,0.588098997430908,0,0.02717142885139729
2024-01-04,Synthetic_Region_A,16.357734269657957,16.25271532351663,17.60271532351663,0,0.0,3.3820345257379514,0.41115765665455695,5.552850997342238,6.958002308109918,0.4192575413046361,0,0.04070705169409337
2024-01-04,Synthetic_Region_B,19.047905775033183,19.244199489492207,20.59419948949221,0,0.0,3.717362455691947,0.5056962024717896,5.917164233674292,13.194087574927602,0.5628718325642483,0,0.04034564207921179
2024-01-04,Synthetic_Region_C,22.136823056510675,21.904006976149322,23.254006976149324,0,0.0,4.178418699889218,0.4009626123857291,5.603644322028525,28.592862774805376,0.7286004098417043,0,0.04132898743604883
2024-01-04,Synthetic_Region_D,23.953413035932552,23.995773164214718,25.34577316421472,0,0.0,3.8816287968771963,0.4621617430031026,4.465959035987355,17.81919289547041,0.6306199323970786,0,0.012893701999027235
2024-01-05,Synthetic_Region_A,16.17166763474266,16.3367876070406,17.6867876070406,0,0.0,3.7605729301114446,0.4047499113903256,5.620714402087281,4.281115904531814,0.3239095455455178,0,0.03481978152179674
2024-01-05,Synthetic_Region_B,19.156202521065136,19.320231193934728,20.67023119393473,0,0.0,3.699126612583975,0.4608931647502177,5.796476014645985,8.968188159980942,0.4748708994448874,0,0.04411931258249275
2024-01-05,Synthetic_Region_C,22.388350520101323,21.960859963259036,23.310859963259038,0,0.0,3.890894048948881,0.37957441796632574,6.147246190849616,31.39183576690475,0.7460975861718241,0,0.06633391717809216
2024-01-05,Synthetic_Region_D,23.947271362809616,24.02564298103395,25.375642981033952,0,0.0,3.82777887224701,0.456868433957387,4.935607157979137,14.040422778813731,0.5770662250749579,0,0.03197484141740048
2024-01-06,Synthetic_Region_A,16.10352433823316,16.42071760876117,17.77071760876117,0,0.0,4.066434677005604,0.4820505617619876,5.650247970509431,6.755651532508175,0.41299976592667537,0,0.030136840403910153
2024-01-06,Synthetic_Region_B,19.189974866272177,19.395622458532486,20.745622458532488,0,0.0,3.71632863084264,0.4924061080508695,5.568361556087858,14.525840584175901,0.5847990757906628,0,0.019744770178566743
2024-01-06,Synthetic_Region_C,22.212931621455066,22.0166757969025,23.366675796902502,0,0.0,4.167989623436116,0.38669399711495756,6.586480623649591,25.168048507880076,0.7036081383798768,0,0.019264185013511816
2024-01-06,Synthetic_Region_D,23.852991474058506,24.054249332787805,25.404249332787806,0,0.0,3.5701214112531567,0.4560350372202507,4.640596538262979,17.690902539405688,0.6290251361887391,0,0.020745682405349658
2024-01-07,Synthetic_Region_A,16.242214787024107,16.504469931870673,17.854469931870675,0,0.0,4.288663365278673,0.4716242603674592,5.2939389891594875,5.589891809881656,0.37414786217811613,0,0.03061814817532518
